"","counts.top.90.TF","fc.abs.2fold"
"1069",TRUE,FALSE
"1070",TRUE,TRUE
"1071",TRUE,FALSE
"1072",TRUE,FALSE
"1073",TRUE,TRUE
"1074",TRUE,TRUE
"1075",TRUE,TRUE
"1076",TRUE,FALSE
"1077",TRUE,TRUE
"1078",TRUE,TRUE
"1079",TRUE,FALSE
"1080",TRUE,FALSE
"1081",TRUE,FALSE
"1082",TRUE,FALSE
"1083",TRUE,FALSE
"1084",TRUE,TRUE
"1085",TRUE,FALSE
"1086",FALSE,TRUE
"1087",FALSE,TRUE
"1088",FALSE,TRUE
"1089",TRUE,TRUE
"1090",TRUE,TRUE
"1091",TRUE,TRUE
"1092",TRUE,TRUE
"1093",TRUE,FALSE
"1094",TRUE,FALSE
"1095",TRUE,FALSE
"1096",TRUE,FALSE
"1097",TRUE,FALSE
"1098",TRUE,TRUE
"1099",TRUE,TRUE
"1100",TRUE,TRUE
"1101",TRUE,FALSE
"1102",TRUE,TRUE
"1103",TRUE,TRUE
"1104",TRUE,TRUE
"1105",TRUE,FALSE
"1106",TRUE,FALSE
"1107",TRUE,TRUE
"1108",TRUE,TRUE
"1109",TRUE,TRUE
"1110",TRUE,TRUE
"1111",TRUE,TRUE
"1112",TRUE,TRUE
"1113",TRUE,FALSE
"1114",TRUE,TRUE
"1115",TRUE,TRUE
"1116",TRUE,TRUE
"1117",TRUE,FALSE
"1118",TRUE,TRUE
"1119",TRUE,TRUE
"1120",TRUE,FALSE
"1121",TRUE,FALSE
"1122",TRUE,FALSE
"1123",TRUE,TRUE
"1124",TRUE,TRUE
"1125",TRUE,TRUE
"1126",TRUE,TRUE
"1127",TRUE,TRUE
"1128",TRUE,TRUE
"1129",TRUE,TRUE
"1130",TRUE,TRUE
"1131",TRUE,TRUE
"1132",TRUE,TRUE
"1133",TRUE,FALSE
"1134",TRUE,TRUE
"1135",TRUE,TRUE
"1136",TRUE,TRUE
"1137",TRUE,TRUE
"1138",TRUE,FALSE
"1139",TRUE,TRUE
"1140",TRUE,TRUE
"1141",TRUE,FALSE
"1142",TRUE,FALSE
"1143",TRUE,FALSE
"1144",TRUE,FALSE
"1145",TRUE,TRUE
"1146",TRUE,TRUE
"1147",TRUE,TRUE
"1148",TRUE,TRUE
"1149",TRUE,FALSE
"1150",TRUE,FALSE
"1151",TRUE,FALSE
"1152",TRUE,TRUE
"1153",TRUE,FALSE
"1154",TRUE,FALSE
"1155",TRUE,TRUE
"1156",TRUE,TRUE
"1157",TRUE,TRUE
"1158",TRUE,TRUE
"1159",TRUE,TRUE
"1160",TRUE,TRUE
"1161",TRUE,FALSE
"1162",TRUE,FALSE
"1163",TRUE,FALSE
"1164",TRUE,TRUE
"1165",FALSE,TRUE
"1166",FALSE,FALSE
"1167",TRUE,FALSE
"1168",TRUE,FALSE
"1169",TRUE,FALSE
"1170",TRUE,TRUE
"1171",TRUE,FALSE
"1172",TRUE,FALSE
"1173",TRUE,FALSE
"1174",TRUE,FALSE
"1175",TRUE,FALSE
"1176",TRUE,TRUE
"1177",TRUE,FALSE
"1178",FALSE,TRUE
"1179",TRUE,TRUE
"1180",TRUE,TRUE
"1181",TRUE,FALSE
"1182",TRUE,FALSE
"1183",TRUE,TRUE
"1184",FALSE,FALSE
"1185",TRUE,FALSE
"1186",TRUE,FALSE
"1187",TRUE,FALSE
"1188",TRUE,TRUE
"1189",TRUE,FALSE
"1190",TRUE,TRUE
"1191",TRUE,FALSE
"1192",FALSE,FALSE
"1193",TRUE,FALSE
"1194",FALSE,TRUE
"1195",FALSE,TRUE
"1196",FALSE,TRUE
"1197",TRUE,TRUE
"1198",TRUE,TRUE
"1199",TRUE,TRUE
"1200",TRUE,TRUE
"1201",TRUE,TRUE
"1202",TRUE,TRUE
"1203",TRUE,FALSE
"1204",TRUE,TRUE
"1205",TRUE,TRUE
"1206",TRUE,FALSE
"1207",TRUE,FALSE
"1208",TRUE,FALSE
"1209",TRUE,FALSE
"1210",TRUE,FALSE
"1211",TRUE,FALSE
"1212",TRUE,FALSE
"1213",TRUE,FALSE
"1214",TRUE,FALSE
"1215",TRUE,FALSE
"1216",TRUE,TRUE
"1217",TRUE,FALSE
"1218",TRUE,FALSE
"1219",TRUE,TRUE
"1220",TRUE,FALSE
"1221",TRUE,FALSE
"1222",TRUE,FALSE
"1223",TRUE,TRUE
"1224",TRUE,FALSE
"1225",TRUE,FALSE
"1226",TRUE,FALSE
"1227",TRUE,FALSE
"1228",TRUE,FALSE
"1229",TRUE,FALSE
"1230",FALSE,TRUE
"1231",FALSE,TRUE
"1232",FALSE,TRUE
"1233",TRUE,TRUE
"1234",FALSE,TRUE
"1235",TRUE,TRUE
"1236",TRUE,FALSE
"1237",TRUE,TRUE
"1238",TRUE,FALSE
"1239",TRUE,FALSE
"1240",TRUE,FALSE
"1241",TRUE,TRUE
"1242",TRUE,FALSE
"1243",TRUE,FALSE
"1244",TRUE,TRUE
"1245",TRUE,TRUE
"1246",TRUE,TRUE
"1247",TRUE,TRUE
"1248",TRUE,TRUE
"1249",TRUE,TRUE
"1250",TRUE,TRUE
"1251",TRUE,TRUE
"1252",TRUE,TRUE
"1253",TRUE,FALSE
"1254",TRUE,TRUE
"1255",TRUE,FALSE
"1256",TRUE,FALSE
"1257",TRUE,FALSE
"1258",TRUE,TRUE
"1259",TRUE,TRUE
"1260",TRUE,TRUE
"1261",TRUE,TRUE
"1262",TRUE,TRUE
"1263",TRUE,FALSE
"1264",TRUE,FALSE
"1265",TRUE,TRUE
"1266",TRUE,FALSE
"1267",TRUE,FALSE
"1268",TRUE,FALSE
"1269",TRUE,TRUE
"1270",TRUE,FALSE
"1271",TRUE,FALSE
"1272",TRUE,FALSE
"1273",TRUE,FALSE
"1274",TRUE,FALSE
"1275",TRUE,FALSE
"1276",TRUE,FALSE
"1277",TRUE,FALSE
"1278",TRUE,FALSE
"1279",TRUE,FALSE
"1280",TRUE,FALSE
"1281",TRUE,TRUE
"1282",TRUE,TRUE
"1283",TRUE,FALSE
"1284",TRUE,FALSE
"1285",TRUE,FALSE
"1286",TRUE,FALSE
"1287",TRUE,TRUE
"1288",TRUE,FALSE
"1289",TRUE,FALSE
"1290",TRUE,FALSE
"1291",TRUE,FALSE
"1292",TRUE,FALSE
"1293",TRUE,FALSE
"1294",TRUE,TRUE
"1295",TRUE,FALSE
"1296",TRUE,FALSE
"1297",TRUE,FALSE
"1298",TRUE,FALSE
"1299",TRUE,TRUE
"1300",FALSE,TRUE
"1301",FALSE,FALSE
"1302",TRUE,TRUE
"1303",TRUE,FALSE
"1304",TRUE,FALSE
"1305",TRUE,TRUE
"1306",TRUE,TRUE
"1307",TRUE,TRUE
"1308",TRUE,FALSE
"1309",TRUE,FALSE
"1310",TRUE,TRUE
"1311",TRUE,FALSE
"1312",TRUE,FALSE
"1313",TRUE,TRUE
"1314",TRUE,TRUE
"1315",TRUE,FALSE
"1316",TRUE,FALSE
"1317",TRUE,TRUE
"1318",TRUE,FALSE
"1319",TRUE,FALSE
"1320",TRUE,FALSE
"1321",TRUE,FALSE
"1322",TRUE,FALSE
"1323",TRUE,FALSE
"1324",TRUE,TRUE
"1325",TRUE,TRUE
"1326",TRUE,TRUE
"1327",TRUE,FALSE
"1328",TRUE,FALSE
"1329",TRUE,TRUE
"1330",TRUE,FALSE
"1331",TRUE,FALSE
"1332",TRUE,FALSE
"1333",TRUE,FALSE
"1334",TRUE,FALSE
"1335",TRUE,FALSE
"1336",TRUE,TRUE
"1337",TRUE,FALSE
"1338",FALSE,TRUE
"1339",FALSE,TRUE
"1340",TRUE,TRUE
"1341",TRUE,TRUE
"1342",TRUE,TRUE
"1343",TRUE,TRUE
"1344",TRUE,TRUE
"1345",TRUE,TRUE
"1346",TRUE,TRUE
"1347",TRUE,TRUE
"1348",TRUE,TRUE
"1349",TRUE,TRUE
"1350",TRUE,FALSE
"1351",TRUE,TRUE
"1352",TRUE,TRUE
"1353",TRUE,FALSE
"1354",TRUE,FALSE
"1355",TRUE,TRUE
"1356",TRUE,TRUE
"1357",TRUE,TRUE
"1358",TRUE,FALSE
"1359",TRUE,FALSE
"1360",TRUE,TRUE
"1361",TRUE,FALSE
"1362",TRUE,TRUE
"1363",TRUE,FALSE
"1364",TRUE,TRUE
"1365",TRUE,TRUE
"1366",TRUE,TRUE
"1367",TRUE,TRUE
"1368",FALSE,FALSE
"1369",TRUE,TRUE
"1370",TRUE,TRUE
"1371",FALSE,FALSE
"1372",TRUE,FALSE
"1373",TRUE,TRUE
"1374",TRUE,FALSE
"1375",TRUE,FALSE
"1376",TRUE,TRUE
"1377",TRUE,TRUE
"1378",TRUE,TRUE
"1379",TRUE,TRUE
"1380",TRUE,TRUE
"1381",FALSE,TRUE
"1382",FALSE,TRUE
"1383",TRUE,TRUE
"1384",TRUE,TRUE
"1385",TRUE,TRUE
"1386",TRUE,TRUE
"1387",FALSE,TRUE
"1388",FALSE,TRUE
"1389",FALSE,TRUE
"1390",TRUE,TRUE
"1391",FALSE,FALSE
"1392",TRUE,TRUE
"1393",FALSE,TRUE
"1394",TRUE,TRUE
"1395",FALSE,TRUE
"1396",FALSE,TRUE
"1397",TRUE,TRUE
"1398",TRUE,TRUE
"1399",FALSE,FALSE
"1400",TRUE,FALSE
"1401",FALSE,TRUE
"1402",FALSE,TRUE
"1403",FALSE,FALSE
"1404",TRUE,TRUE
"1405",FALSE,FALSE
"1406",TRUE,TRUE
"1407",FALSE,FALSE
"1408",TRUE,TRUE
"1409",TRUE,TRUE
"1410",TRUE,TRUE
"1411",TRUE,TRUE
"1412",FALSE,TRUE
"1413",TRUE,FALSE
"1414",FALSE,TRUE
"1415",FALSE,FALSE
"1416",FALSE,FALSE
"1417",FALSE,TRUE
"1418",TRUE,FALSE
"1419",TRUE,FALSE
"1420",TRUE,FALSE
"1421",FALSE,TRUE
"1422",TRUE,TRUE
"1423",TRUE,TRUE
"1424",TRUE,TRUE
"1425",FALSE,TRUE
"1426",TRUE,TRUE
"1427",TRUE,TRUE
"1428",TRUE,FALSE
"1429",TRUE,FALSE
"1430",TRUE,TRUE
"1431",TRUE,TRUE
"1432",TRUE,FALSE
"1433",TRUE,TRUE
"1434",TRUE,TRUE
"1435",TRUE,TRUE
"1436",TRUE,TRUE
"1437",TRUE,TRUE
"1438",TRUE,FALSE
"1439",TRUE,TRUE
"1440",TRUE,TRUE
"1441",FALSE,FALSE
"1442",TRUE,TRUE
"1443",TRUE,FALSE
"1444",TRUE,TRUE
"1445",TRUE,FALSE
"1446",TRUE,TRUE
"1447",TRUE,TRUE
"1448",TRUE,TRUE
"1449",TRUE,TRUE
"1450",TRUE,TRUE
"1451",FALSE,TRUE
"1452",FALSE,TRUE
"1453",FALSE,FALSE
"1454",TRUE,FALSE
"1455",TRUE,TRUE
"1456",TRUE,TRUE
"1457",TRUE,FALSE
"1458",TRUE,FALSE
"1459",FALSE,FALSE
"1460",TRUE,TRUE
"1461",TRUE,TRUE
"1462",TRUE,TRUE
"1463",FALSE,TRUE
"1464",FALSE,TRUE
"1465",FALSE,TRUE
"1466",TRUE,FALSE
"1467",TRUE,TRUE
"1468",TRUE,TRUE
"1469",FALSE,TRUE
"1470",TRUE,TRUE
"1471",FALSE,FALSE
"1472",TRUE,TRUE
"1473",FALSE,TRUE
"1474",FALSE,TRUE
"1475",TRUE,TRUE
"1476",TRUE,TRUE
"1477",FALSE,TRUE
"1478",FALSE,TRUE
"1479",TRUE,TRUE
"1480",FALSE,FALSE
"1481",TRUE,TRUE
"1482",FALSE,FALSE
"1483",TRUE,TRUE
"1484",TRUE,TRUE
"1485",TRUE,FALSE
"1486",TRUE,FALSE
"1487",TRUE,TRUE
"1488",TRUE,TRUE
"1489",TRUE,TRUE
"1490",TRUE,TRUE
"1491",TRUE,FALSE
"1492",TRUE,TRUE
"1493",FALSE,FALSE
"1494",FALSE,FALSE
"1495",FALSE,FALSE
"1496",FALSE,FALSE
"1497",FALSE,TRUE
"1498",FALSE,TRUE
"1499",TRUE,FALSE
"1500",FALSE,FALSE
"1501",TRUE,TRUE
"1502",TRUE,FALSE
"1503",FALSE,TRUE
"1504",TRUE,TRUE
"1505",TRUE,TRUE
"1506",FALSE,FALSE
"1507",FALSE,FALSE
"1508",FALSE,FALSE
"1509",FALSE,FALSE
"1510",TRUE,TRUE
"1511",TRUE,TRUE
"1512",TRUE,FALSE
"1513",FALSE,FALSE
"1514",TRUE,TRUE
"1515",FALSE,FALSE
"1516",FALSE,FALSE
"1517",FALSE,FALSE
"1518",FALSE,FALSE
"1519",FALSE,FALSE
"1520",FALSE,FALSE
"1521",TRUE,TRUE
"1522",FALSE,TRUE
"1523",FALSE,TRUE
"1524",TRUE,FALSE
"1525",TRUE,TRUE
"1526",TRUE,TRUE
"1527",TRUE,TRUE
"1528",FALSE,FALSE
"1529",FALSE,FALSE
"1530",FALSE,FALSE
"1531",FALSE,FALSE
"1532",TRUE,FALSE
"1533",FALSE,FALSE
"1534",FALSE,FALSE
"1535",FALSE,FALSE
"1536",FALSE,FALSE
"1537",FALSE,TRUE
"1538",FALSE,FALSE
"1539",TRUE,TRUE
"1540",FALSE,FALSE
"1541",TRUE,TRUE
"1542",TRUE,TRUE
"1543",TRUE,TRUE
"1544",TRUE,FALSE
"1545",FALSE,TRUE
"1546",TRUE,TRUE
"1547",FALSE,TRUE
"1548",FALSE,FALSE
"1549",TRUE,FALSE
"1550",TRUE,TRUE
"1551",TRUE,TRUE
"1552",TRUE,TRUE
"1553",TRUE,TRUE
"1554",TRUE,TRUE
"1555",TRUE,TRUE
"1556",TRUE,TRUE
"1557",FALSE,FALSE
"1558",TRUE,TRUE
"1559",TRUE,TRUE
"1560",FALSE,TRUE
"1561",TRUE,TRUE
"1562",TRUE,TRUE
"1563",FALSE,FALSE
"1564",FALSE,FALSE
"1565",FALSE,FALSE
"1566",FALSE,FALSE
"1567",TRUE,TRUE
"1568",FALSE,FALSE
"1569",FALSE,FALSE
"1570",FALSE,TRUE
"1571",TRUE,TRUE
"1572",FALSE,FALSE
"1573",TRUE,FALSE
"1574",TRUE,TRUE
"1575",FALSE,FALSE
"1576",TRUE,TRUE
"1577",FALSE,FALSE
"1578",FALSE,FALSE
"1579",FALSE,FALSE
"1580",FALSE,FALSE
"1581",TRUE,TRUE
"1582",FALSE,FALSE
"1583",TRUE,TRUE
"1584",TRUE,TRUE
"1585",TRUE,TRUE
"1586",TRUE,TRUE
"1587",TRUE,TRUE
"1588",TRUE,TRUE
"1589",TRUE,FALSE
"1590",TRUE,TRUE
"1591",TRUE,TRUE
"1592",TRUE,TRUE
"1593",TRUE,TRUE
"1594",FALSE,FALSE
"1595",TRUE,TRUE
"1596",FALSE,FALSE
"1597",TRUE,TRUE
"1598",TRUE,TRUE
"1599",TRUE,TRUE
"1600",FALSE,FALSE
"1601",FALSE,FALSE
"1602",FALSE,TRUE
"1603",FALSE,FALSE
"1604",FALSE,FALSE
"1605",TRUE,TRUE
"1606",TRUE,TRUE
"1607",TRUE,TRUE
"1608",TRUE,TRUE
"1609",FALSE,FALSE
"1610",FALSE,FALSE
"1611",FALSE,TRUE
"1612",FALSE,TRUE
"1613",TRUE,TRUE
"1614",FALSE,FALSE
"1615",FALSE,FALSE
"1616",FALSE,FALSE
"1617",FALSE,FALSE
"1618",TRUE,TRUE
"1619",TRUE,TRUE
"1620",TRUE,FALSE
"1621",TRUE,TRUE
"1622",FALSE,FALSE
"1623",TRUE,TRUE
"1624",FALSE,TRUE
"1625",TRUE,TRUE
"1626",TRUE,TRUE
"1627",FALSE,TRUE
"1628",FALSE,FALSE
"1629",TRUE,TRUE
"1630",FALSE,TRUE
"1631",TRUE,TRUE
"1632",FALSE,FALSE
"1633",FALSE,FALSE
"1634",FALSE,FALSE
"1635",FALSE,FALSE
"1636",FALSE,TRUE
"1637",FALSE,FALSE
"1638",FALSE,FALSE
"1639",TRUE,TRUE
"1640",TRUE,TRUE
"1641",TRUE,TRUE
"1642",TRUE,FALSE
"1643",FALSE,TRUE
"1644",TRUE,TRUE
"1645",FALSE,TRUE
"1646",TRUE,FALSE
"1647",TRUE,TRUE
"1648",TRUE,TRUE
"1649",TRUE,TRUE
"1650",TRUE,TRUE
"1651",TRUE,TRUE
"1652",TRUE,TRUE
"1653",TRUE,TRUE
"1654",FALSE,FALSE
"1655",TRUE,TRUE
"1656",FALSE,TRUE
"1657",TRUE,TRUE
"1658",TRUE,TRUE
"1659",FALSE,FALSE
"1660",FALSE,FALSE
"1661",FALSE,FALSE
"1662",FALSE,FALSE
"1663",TRUE,TRUE
"1664",FALSE,FALSE
"1665",FALSE,FALSE
"1666",TRUE,TRUE
"1667",FALSE,FALSE
"1668",TRUE,FALSE
"1669",TRUE,TRUE
"1670",FALSE,FALSE
"1671",TRUE,TRUE
"1672",FALSE,FALSE
"1673",FALSE,FALSE
"1674",FALSE,FALSE
"1675",FALSE,FALSE
"1676",FALSE,FALSE
"1677",TRUE,TRUE
"1678",TRUE,TRUE
"1679",TRUE,TRUE
"1680",TRUE,TRUE
"1681",TRUE,TRUE
"1682",TRUE,TRUE
"1683",TRUE,FALSE
"1684",TRUE,TRUE
"1685",TRUE,TRUE
"1686",TRUE,TRUE
"1687",FALSE,FALSE
"1688",TRUE,TRUE
"1689",FALSE,FALSE
"1690",TRUE,TRUE
"1691",TRUE,TRUE
"1692",TRUE,TRUE
"1693",FALSE,FALSE
"1694",FALSE,FALSE
"1695",FALSE,FALSE
"1696",FALSE,FALSE
"1697",TRUE,TRUE
"1698",TRUE,TRUE
"1699",TRUE,TRUE
"1700",TRUE,TRUE
"1701",FALSE,FALSE
"1702",FALSE,TRUE
"1703",FALSE,TRUE
"1704",TRUE,TRUE
"1705",FALSE,FALSE
"1706",FALSE,FALSE
"1707",FALSE,FALSE
"1708",FALSE,FALSE
"1709",TRUE,TRUE
"1710",TRUE,TRUE
"1711",FALSE,FALSE
"1712",FALSE,FALSE
"1713",FALSE,FALSE
"1714",FALSE,FALSE
"1715",FALSE,TRUE
"1716",FALSE,TRUE
"1717",TRUE,FALSE
"1718",FALSE,FALSE
"1719",TRUE,TRUE
"1720",TRUE,FALSE
"1721",TRUE,TRUE
"1722",TRUE,TRUE
"1723",FALSE,FALSE
"1724",FALSE,FALSE
"1725",FALSE,FALSE
"1726",FALSE,FALSE
"1727",TRUE,TRUE
"1728",TRUE,TRUE
"1729",TRUE,FALSE
"1730",FALSE,FALSE
"1731",TRUE,TRUE
"1732",FALSE,FALSE
"1733",FALSE,FALSE
"1734",FALSE,FALSE
"1735",FALSE,FALSE
"1736",FALSE,FALSE
"1737",FALSE,FALSE
"1738",FALSE,TRUE
"1739",FALSE,TRUE
"1740",TRUE,FALSE
"1741",TRUE,TRUE
"1742",TRUE,TRUE
"1743",TRUE,TRUE
"1744",FALSE,FALSE
"1745",FALSE,FALSE
"1746",FALSE,FALSE
"1747",TRUE,FALSE
"1748",FALSE,FALSE
"1749",FALSE,TRUE
"1750",TRUE,TRUE
"1751",TRUE,FALSE
"1752",TRUE,TRUE
"1753",TRUE,TRUE
"1754",TRUE,FALSE
"1755",TRUE,TRUE
"1756",TRUE,TRUE
"1757",TRUE,TRUE
"1758",TRUE,TRUE
"1759",TRUE,TRUE
"1760",TRUE,FALSE
"1761",TRUE,TRUE
"1762",TRUE,TRUE
"1763",TRUE,FALSE
"1764",TRUE,TRUE
"1765",TRUE,TRUE
"1766",TRUE,FALSE
"1767",TRUE,TRUE
"1768",TRUE,TRUE
"1769",TRUE,TRUE
"1770",TRUE,FALSE
"1771",TRUE,TRUE
"1772",TRUE,FALSE
"1773",TRUE,FALSE
"1774",TRUE,TRUE
"1775",TRUE,TRUE
"1776",TRUE,FALSE
"1777",TRUE,TRUE
"1778",TRUE,FALSE
"1779",TRUE,TRUE
"1780",TRUE,FALSE
"1781",TRUE,TRUE
"1782",TRUE,FALSE
"1783",TRUE,FALSE
"1784",TRUE,TRUE
"1785",TRUE,TRUE
"1786",TRUE,FALSE
"1787",TRUE,FALSE
"1788",TRUE,FALSE
"1789",TRUE,TRUE
"1790",TRUE,TRUE
"1791",TRUE,FALSE
"1792",TRUE,FALSE
"1793",TRUE,TRUE
"1794",TRUE,TRUE
"1795",TRUE,TRUE
"1796",TRUE,FALSE
"1797",TRUE,FALSE
"1798",TRUE,FALSE
"1799",TRUE,FALSE
"1800",TRUE,TRUE
"1801",TRUE,FALSE
"1802",TRUE,FALSE
"1803",TRUE,FALSE
"1804",TRUE,FALSE
"1805",FALSE,TRUE
"1806",TRUE,FALSE
"1807",TRUE,FALSE
"1808",FALSE,TRUE
"1809",TRUE,TRUE
"1810",TRUE,TRUE
"1811",TRUE,TRUE
"1812",TRUE,TRUE
"1813",TRUE,FALSE
"1814",TRUE,FALSE
"1815",TRUE,FALSE
"1816",TRUE,TRUE
"1817",TRUE,TRUE
"1818",TRUE,TRUE
"1819",TRUE,TRUE
"1820",TRUE,TRUE
"1821",TRUE,FALSE
"1822",TRUE,TRUE
"1823",TRUE,FALSE
"1824",TRUE,FALSE
"1825",TRUE,FALSE
"1826",TRUE,FALSE
"1827",TRUE,TRUE
"1828",TRUE,TRUE
"1829",TRUE,FALSE
"1830",TRUE,FALSE
"1831",TRUE,FALSE
"1832",TRUE,FALSE
"1833",TRUE,FALSE
"1834",TRUE,TRUE
"1835",TRUE,TRUE
"1836",TRUE,FALSE
"1837",TRUE,FALSE
"1838",TRUE,FALSE
"1839",TRUE,TRUE
"1840",TRUE,FALSE
"1841",TRUE,TRUE
"1842",TRUE,FALSE
"1843",TRUE,FALSE
"1844",TRUE,FALSE
"1845",TRUE,TRUE
"1846",TRUE,TRUE
"1847",TRUE,TRUE
"1848",TRUE,TRUE
"1849",TRUE,FALSE
"1850",TRUE,TRUE
"1851",FALSE,TRUE
"1852",TRUE,FALSE
"1853",TRUE,TRUE
"1854",TRUE,FALSE
"1855",TRUE,TRUE
"1856",TRUE,FALSE
"1857",TRUE,FALSE
"1858",TRUE,FALSE
"1859",TRUE,FALSE
"1860",TRUE,FALSE
"1861",TRUE,FALSE
"1862",TRUE,FALSE
"1863",TRUE,TRUE
"1864",TRUE,FALSE
"1865",TRUE,TRUE
"1866",TRUE,FALSE
"1867",TRUE,FALSE
"1868",FALSE,TRUE
"1869",TRUE,FALSE
"1870",TRUE,TRUE
"1871",TRUE,TRUE
"1872",FALSE,FALSE
"1873",TRUE,TRUE
"1874",TRUE,TRUE
"1875",TRUE,TRUE
"1876",TRUE,TRUE
"1877",TRUE,FALSE
"1878",TRUE,FALSE
"1879",TRUE,FALSE
"1880",TRUE,FALSE
"1881",TRUE,FALSE
"1882",TRUE,TRUE
"1883",TRUE,TRUE
"1884",TRUE,FALSE
"1885",TRUE,FALSE
"1886",TRUE,TRUE
"1887",TRUE,FALSE
"1888",TRUE,TRUE
"1889",TRUE,FALSE
"1890",TRUE,FALSE
"1891",TRUE,TRUE
"1892",TRUE,FALSE
"1893",TRUE,FALSE
"1894",TRUE,TRUE
"1895",TRUE,FALSE
"1896",TRUE,FALSE
"1897",TRUE,FALSE
"1898",TRUE,FALSE
"1899",TRUE,FALSE
"1900",TRUE,TRUE
"1901",TRUE,TRUE
"1902",TRUE,FALSE
"1903",TRUE,FALSE
"1904",TRUE,FALSE
"1905",TRUE,TRUE
"1906",TRUE,FALSE
"1907",TRUE,TRUE
"1908",TRUE,FALSE
"1909",TRUE,TRUE
"1910",TRUE,FALSE
"1911",TRUE,FALSE
"1912",TRUE,FALSE
"1913",TRUE,TRUE
"1914",TRUE,FALSE
"1915",TRUE,FALSE
"1916",TRUE,FALSE
"1917",TRUE,FALSE
"1918",TRUE,FALSE
"1919",TRUE,FALSE
"1920",TRUE,FALSE
"1921",TRUE,TRUE
"1922",TRUE,FALSE
"1923",TRUE,TRUE
"1924",TRUE,FALSE
"1925",TRUE,FALSE
"1926",TRUE,FALSE
"1927",TRUE,FALSE
"1928",TRUE,FALSE
"1929",TRUE,FALSE
"1930",TRUE,FALSE
"1931",TRUE,FALSE
"1932",TRUE,FALSE
"1933",TRUE,FALSE
"1934",TRUE,FALSE
"1935",TRUE,FALSE
"1936",TRUE,FALSE
"1937",TRUE,FALSE
"1938",TRUE,TRUE
"1939",TRUE,FALSE
"1940",TRUE,TRUE
"1941",TRUE,FALSE
"1942",TRUE,TRUE
"1943",TRUE,FALSE
"1944",TRUE,FALSE
"1945",TRUE,TRUE
"1946",TRUE,FALSE
"1947",TRUE,FALSE
"1948",TRUE,FALSE
"1949",TRUE,TRUE
"1950",TRUE,FALSE
"1951",TRUE,FALSE
"1952",TRUE,FALSE
"1953",TRUE,TRUE
"1954",TRUE,FALSE
"1955",TRUE,FALSE
"1956",TRUE,TRUE
"1957",TRUE,TRUE
"1958",TRUE,TRUE
"1959",TRUE,TRUE
"1960",TRUE,TRUE
"1961",TRUE,TRUE
"1962",TRUE,FALSE
"1963",TRUE,FALSE
"1964",TRUE,FALSE
"1965",TRUE,FALSE
"1966",TRUE,FALSE
"1967",TRUE,TRUE
"1968",TRUE,TRUE
"1969",TRUE,FALSE
"1970",TRUE,FALSE
"1971",TRUE,TRUE
"1972",TRUE,FALSE
"1973",FALSE,FALSE
"1974",TRUE,FALSE
"1975",FALSE,FALSE
"1976",FALSE,TRUE
"1977",TRUE,FALSE
"1978",TRUE,FALSE
"1979",FALSE,TRUE
"1980",TRUE,FALSE
"1981",TRUE,TRUE
"1982",TRUE,TRUE
"1983",FALSE,FALSE
"1984",FALSE,FALSE
"1985",FALSE,TRUE
"1986",TRUE,TRUE
"1987",TRUE,TRUE
"1988",TRUE,FALSE
"1989",TRUE,TRUE
"1990",TRUE,FALSE
"1991",TRUE,FALSE
"1992",TRUE,TRUE
"1993",TRUE,TRUE
"1994",TRUE,TRUE
"1995",TRUE,FALSE
"1996",FALSE,FALSE
"1997",FALSE,TRUE
"1998",FALSE,FALSE
"1999",FALSE,FALSE
"2000",FALSE,FALSE
"2001",FALSE,FALSE
"2002",TRUE,TRUE
"2003",FALSE,FALSE
"2004",FALSE,FALSE
"2005",FALSE,FALSE
"2006",FALSE,FALSE
"2007",FALSE,TRUE
"2008",TRUE,FALSE
"2009",TRUE,TRUE
"2010",TRUE,TRUE
"2011",TRUE,TRUE
"2012",TRUE,TRUE
"2013",TRUE,TRUE
"2014",TRUE,FALSE
"2015",TRUE,TRUE
"2016",TRUE,TRUE
"2017",TRUE,FALSE
"2018",TRUE,TRUE
"2019",TRUE,TRUE
"2020",TRUE,FALSE
"2021",TRUE,FALSE
"2022",TRUE,TRUE
"2023",TRUE,FALSE
"2024",TRUE,TRUE
"2025",TRUE,TRUE
"2026",TRUE,FALSE
"2027",TRUE,TRUE
"2028",TRUE,FALSE
"2029",TRUE,FALSE
"2030",TRUE,FALSE
"2031",TRUE,FALSE
"2032",TRUE,TRUE
"2033",TRUE,FALSE
"2034",TRUE,TRUE
"2035",TRUE,FALSE
"2036",TRUE,FALSE
"2037",TRUE,TRUE
"2038",TRUE,TRUE
"2039",TRUE,FALSE
"2040",TRUE,FALSE
"2041",TRUE,FALSE
"2042",TRUE,FALSE
"2043",TRUE,FALSE
"2044",TRUE,FALSE
"2045",TRUE,TRUE
"2046",TRUE,TRUE
"2047",TRUE,TRUE
"2048",TRUE,TRUE
"2049",TRUE,TRUE
"2050",TRUE,TRUE
"2051",TRUE,TRUE
"2052",FALSE,TRUE
"2053",TRUE,TRUE
"2054",TRUE,TRUE
"2055",TRUE,TRUE
"2056",TRUE,FALSE
"2057",TRUE,TRUE
"2058",TRUE,FALSE
"2059",TRUE,TRUE
"2060",TRUE,FALSE
"2061",TRUE,FALSE
"2062",TRUE,FALSE
"2063",TRUE,FALSE
"2064",TRUE,FALSE
"2065",TRUE,TRUE
"2066",TRUE,FALSE
