#Gene-ID,Chr,Strand,Start,End,Count,Length,RPKM,#-exons,#-expr-exons(>10 reads),Transcripts
SYNPCC7002_A0643,Synechococcus_chromo_NC_010475,+,674227,674670,99,443,29.03,1,1,SYNPCC7002_A0643
SYNPCC7002_A0644,Synechococcus_chromo_NC_010475,-,674799,675413,858,614,181.5,1,1,SYNPCC7002_A0644
SYNPCC7002_A0645,Synechococcus_chromo_NC_010475,-,675502,676212,791,710,144.7,1,1,SYNPCC7002_A0645
SYNPCC7002_A0646,Synechococcus_chromo_NC_010475,+,676480,677151,95,671,18.39,1,1,SYNPCC7002_A0646
SYNPCC7002_A0647,Synechococcus_chromo_NC_010475,+,677167,677550,64,383,21.7,1,1,SYNPCC7002_A0647
SYNPCC7002_A0648,Synechococcus_chromo_NC_010475,-,677567,679102,130,1535,11,1,1,SYNPCC7002_A0648
SYNPCC7002_A0649,Synechococcus_chromo_NC_010475,-,679147,680844,206,1697,15.77,1,1,SYNPCC7002_A0649
SYNPCC7002_A0650,Synechococcus_chromo_NC_010475,-,681001,681483,532,482,143.36,1,1,SYNPCC7002_A0650
SYNPCC7002_A0651,Synechococcus_chromo_NC_010475,-,681440,682303,1217,863,183.16,1,1,SYNPCC7002_A0651
SYNPCC7002_A0652,Synechococcus_chromo_NC_010475,-,682399,684084,1614,1685,124.41,1,1,SYNPCC7002_A0652
SYNPCC7002_A0653,Synechococcus_chromo_NC_010475,-,684178,685548,3111,1370,294.94,1,1,SYNPCC7002_A0653
SYNPCC7002_A0654,Synechococcus_chromo_NC_010475,-,685816,686292,1425,476,388.83,1,1,SYNPCC7002_A0654
SYNPCC7002_A0655,Synechococcus_chromo_NC_010475,+,686661,687644,860,983,113.63,1,1,SYNPCC7002_A0655
SYNPCC7002_A0656,Synechococcus_chromo_NC_010475,+,687685,689088,1269,1403,117.48,1,1,SYNPCC7002_A0656
SYNPCC7002_A0657,Synechococcus_chromo_NC_010475,+,689280,690092,707,812,113.09,1,1,SYNPCC7002_A0657
SYNPCC7002_A0658,Synechococcus_chromo_NC_010475,+,690178,690573,267,395,87.79,1,1,SYNPCC7002_A0658
SYNPCC7002_A0659,Synechococcus_chromo_NC_010475,+,690808,691899,57,1091,6.79,1,1,SYNPCC7002_A0659
SYNPCC7002_A0660,Synechococcus_chromo_NC_010475,-,691896,692363,157,467,43.67,1,1,SYNPCC7002_A0660
SYNPCC7002_A0661,Synechococcus_chromo_NC_010475,-,692367,692639,452,272,215.84,1,1,SYNPCC7002_A0661
SYNPCC7002_A0662,Synechococcus_chromo_NC_010475,-,692790,694028,67,1238,7.03,1,1,SYNPCC7002_A0662
SYNPCC7002_A0663,Synechococcus_chromo_NC_010475,+,694432,694914,7,482,1.89,1,0,SYNPCC7002_A0663
SYNPCC7002_A0664,Synechococcus_chromo_NC_010475,+,695083,696090,7,1007,0.9,1,0,SYNPCC7002_A0664
SYNPCC7002_A0665,Synechococcus_chromo_NC_010475,+,696127,697209,11,1082,1.32,1,1,SYNPCC7002_A0665
SYNPCC7002_A0666,Synechococcus_chromo_NC_010475,+,697224,697742,5,518,1.25,1,0,SYNPCC7002_A0666
SYNPCC7002_A0667,Synechococcus_chromo_NC_010475,+,697769,698746,64,977,8.51,1,1,SYNPCC7002_A0667
SYNPCC7002_A0668,Synechococcus_chromo_NC_010475,+,699005,699535,26,530,6.37,1,1,SYNPCC7002_A0668
SYNPCC7002_A0669,Synechococcus_chromo_NC_010475,-,699559,699981,676,422,208.06,1,1,SYNPCC7002_A0669
SYNPCC7002_A0670,Synechococcus_chromo_NC_010475,+,700150,701202,67,1052,8.27,1,1,SYNPCC7002_A0670
SYNPCC7002_A0671,Synechococcus_chromo_NC_010475,-,701132,702208,218,1076,26.31,1,1,SYNPCC7002_A0671
SYNPCC7002_A0672,Synechococcus_chromo_NC_010475,-,702281,702682,277,401,89.72,1,1,SYNPCC7002_A0672
SYNPCC7002_A0673,Synechococcus_chromo_NC_010475,+,702846,703082,35,236,19.26,1,1,SYNPCC7002_A0673
SYNPCC7002_A0674,Synechococcus_chromo_NC_010475,-,703097,704017,137,920,19.34,1,1,SYNPCC7002_A0674
SYNPCC7002_A0675,Synechococcus_chromo_NC_010475,+,704222,706165,341,1943,22.79,1,1,SYNPCC7002_A0675
SYNPCC7002_A0676,Synechococcus_chromo_NC_010475,+,706286,706729,905,443,265.34,1,1,SYNPCC7002_A0676
SYNPCC7002_A0677,Synechococcus_chromo_NC_010475,+,706817,707653,45,836,6.99,1,1,SYNPCC7002_A0677
SYNPCC7002_A0678,Synechococcus_chromo_NC_010475,+,707723,708391,326,668,63.39,1,1,SYNPCC7002_A0678
SYNPCC7002_A0679,Synechococcus_chromo_NC_010475,+,708492,708926,70,434,20.95,1,1,SYNPCC7002_A0679
SYNPCC7002_A0680,Synechococcus_chromo_NC_010475,+,708930,709739,123,809,19.75,1,1,SYNPCC7002_A0680
SYNPCC7002_A0681,Synechococcus_chromo_NC_010475,-,709762,711282,775,1520,66.22,1,1,SYNPCC7002_A0681
SYNPCC7002_A0682,Synechococcus_chromo_NC_010475,-,711498,711926,9135,428,2772.15,1,1,SYNPCC7002_A0682
SYNPCC7002_A0683,Synechococcus_chromo_NC_010475,+,712243,713127,176,884,25.86,1,1,SYNPCC7002_A0683
SYNPCC7002_A0684,Synechococcus_chromo_NC_010475,-,713150,714055,129,905,18.51,1,1,SYNPCC7002_A0684
SYNPCC7002_A0685,Synechococcus_chromo_NC_010475,-,714052,714510,76,458,21.55,1,1,SYNPCC7002_A0685
SYNPCC7002_A0686,Synechococcus_chromo_NC_010475,-,714555,715337,341,782,56.64,1,1,SYNPCC7002_A0686
SYNPCC7002_A0687,Synechococcus_chromo_NC_010475,-,715348,715881,505,533,123.06,1,1,SYNPCC7002_A0687
SYNPCC7002_A0688,Synechococcus_chromo_NC_010475,-,715964,716497,140,533,34.12,1,1,SYNPCC7002_A0688
SYNPCC7002_A0689,Synechococcus_chromo_NC_010475,-,716577,718901,818,2324,45.72,1,1,SYNPCC7002_A0689
SYNPCC7002_A0690,Synechococcus_chromo_NC_010475,-,718941,720329,418,1388,39.11,1,1,SYNPCC7002_A0690
SYNPCC7002_A0691,Synechococcus_chromo_NC_010475,-,720376,721473,438,1097,51.86,1,1,SYNPCC7002_A0691
SYNPCC7002_A0692,Synechococcus_chromo_NC_010475,-,721449,721703,206,254,105.34,1,1,SYNPCC7002_A0692
SYNPCC7002_A0693,Synechococcus_chromo_NC_010475,-,721700,722836,1408,1136,160.98,1,1,SYNPCC7002_A0693
SYNPCC7002_A0694,Synechococcus_chromo_NC_010475,-,722958,724913,1830,1955,121.58,1,1,SYNPCC7002_A0694
SYNPCC7002_A0695,Synechococcus_chromo_NC_010475,-,725030,725779,760,749,131.79,1,1,SYNPCC7002_A0695
SYNPCC7002_A0696,Synechococcus_chromo_NC_010475,+,726189,728210,1770,2021,113.75,1,1,SYNPCC7002_A0696
SYNPCC7002_A0698,Synechococcus_chromo_NC_010475,-,728207,728362,2,155,1.68,1,0,SYNPCC7002_A0698
SYNPCC7002_A0697,Synechococcus_chromo_NC_010475,+,728330,729436,335,1106,39.34,1,1,SYNPCC7002_A0697
SYNPCC7002_A0699,Synechococcus_chromo_NC_010475,+,729503,730741,1061,1238,111.31,1,1,SYNPCC7002_A0699
SYNPCC7002_A0700,Synechococcus_chromo_NC_010475,+,730750,731307,358,557,83.48,1,1,SYNPCC7002_A0700
SYNPCC7002_A0701,Synechococcus_chromo_NC_010475,-,731304,732380,76,1076,9.17,1,1,SYNPCC7002_A0701
SYNPCC7002_A0702,Synechococcus_chromo_NC_010475,-,732408,733577,262,1169,29.11,1,1,SYNPCC7002_A0702
SYNPCC7002_A0703,Synechococcus_chromo_NC_010475,+,733593,734567,303,974,40.41,1,1,SYNPCC7002_A0703
SYNPCC7002_A0704,Synechococcus_chromo_NC_010475,-,734570,735340,191,770,32.22,1,1,SYNPCC7002_A0704
SYNPCC7002_A0705,Synechococcus_chromo_NC_010475,-,735424,736446,364,1022,46.26,1,1,SYNPCC7002_A0705
SYNPCC7002_A0706,Synechococcus_chromo_NC_010475,-,736509,737411,891,902,128.3,1,1,SYNPCC7002_A0706
SYNPCC7002_A0707,Synechococcus_chromo_NC_010475,-,737601,738680,6614,1079,796.15,1,1,SYNPCC7002_A0707
SYNPCC7002_A0708,Synechococcus_chromo_NC_010475,-,738969,740762,1465,1793,106.12,1,1,SYNPCC7002_A0708
SYNPCC7002_A0709,Synechococcus_chromo_NC_010475,+,741040,741534,266,494,69.94,1,1,SYNPCC7002_A0709
SYNPCC7002_A0710,Synechococcus_chromo_NC_010475,-,741531,742811,1575,1280,159.82,1,1,SYNPCC7002_A0710
SYNPCC7002_A0711,Synechococcus_chromo_NC_010475,-,742816,742989,177,173,132.89,1,1,SYNPCC7002_A0711
SYNPCC7002_A0712,Synechococcus_chromo_NC_010475,-,743051,744850,523,1799,37.76,1,1,SYNPCC7002_A0712
SYNPCC7002_A0713,Synechococcus_chromo_NC_010475,-,744877,745632,74,755,12.73,1,1,SYNPCC7002_A0713
SYNPCC7002_A0714,Synechococcus_chromo_NC_010475,-,745642,746490,82,848,12.56,1,1,SYNPCC7002_A0714
SYNPCC7002_A0715,Synechococcus_chromo_NC_010475,+,746668,747708,379,1040,47.33,1,1,SYNPCC7002_A0715
SYNPCC7002_A0716,Synechococcus_chromo_NC_010475,+,747743,748039,150,296,65.82,1,1,SYNPCC7002_A0716
SYNPCC7002_A0717,Synechococcus_chromo_NC_010475,-,748071,748535,40,464,11.2,1,1,SYNPCC7002_A0717
SYNPCC7002_A0718,Synechococcus_chromo_NC_010475,-,748609,749772,663,1163,74.04,1,1,SYNPCC7002_A0718
SYNPCC7002_A0719,Synechococcus_chromo_NC_010475,-,749796,751154,564,1358,53.94,1,1,SYNPCC7002_A0719
SYNPCC7002_A0720,Synechococcus_chromo_NC_010475,-,751262,751711,74,449,21.41,1,1,SYNPCC7002_A0720
SYNPCC7002_A0721,Synechococcus_chromo_NC_010475,+,751864,752406,2007,542,480.95,1,1,SYNPCC7002_A0721
SYNPCC7002_A0722,Synechococcus_chromo_NC_010475,+,752428,752733,549,305,233.79,1,1,SYNPCC7002_A0722
SYNPCC7002_A0723,Synechococcus_chromo_NC_010475,+,752785,753807,627,1022,79.68,1,1,SYNPCC7002_A0723
SYNPCC7002_A0724,Synechococcus_chromo_NC_010475,-,753808,755298,306,1490,26.67,1,1,SYNPCC7002_A0724
SYNPCC7002_A0725,Synechococcus_chromo_NC_010475,-,755384,755890,122,506,31.32,1,1,SYNPCC7002_A0725
SYNPCC7002_A0726,Synechococcus_chromo_NC_010475,-,756079,757734,486,1655,38.14,1,1,SYNPCC7002_A0726
SYNPCC7002_A0727,Synechococcus_chromo_NC_010475,-,757817,758710,258,893,37.52,1,1,SYNPCC7002_A0727
SYNPCC7002_A0728,Synechococcus_chromo_NC_010475,-,758730,759329,437,599,94.76,1,1,SYNPCC7002_A0728
SYNPCC7002_A0729,Synechococcus_chromo_NC_010475,-,759333,759833,220,500,57.15,1,1,SYNPCC7002_A0729
SYNPCC7002_A0730,Synechococcus_chromo_NC_010475,-,760184,761800,444,1616,35.69,1,1,SYNPCC7002_A0730
SYNPCC7002_A0731,Synechococcus_chromo_NC_010475,+,762043,762525,231,482,62.25,1,1,SYNPCC7002_A0731
SYNPCC7002_A0732,Synechococcus_chromo_NC_010475,-,762580,763344,1809,764,307.54,1,1,SYNPCC7002_A0732
SYNPCC7002_A0733,Synechococcus_chromo_NC_010475,-,763649,764593,5679,944,781.36,1,1,SYNPCC7002_A0733
SYNPCC7002_A0734,Synechococcus_chromo_NC_010475,-,764678,766195,5289,1517,452.84,1,1,SYNPCC7002_A0734
SYNPCC7002_A0735,Synechococcus_chromo_NC_010475,-,766297,766854,2297,557,535.62,1,1,SYNPCC7002_A0735
SYNPCC7002_A0736,Synechococcus_chromo_NC_010475,-,766851,767378,2445,527,602.59,1,1,SYNPCC7002_A0736
SYNPCC7002_A0737,Synechococcus_chromo_NC_010475,-,767508,767993,2672,485,715.56,1,1,SYNPCC7002_A0737
SYNPCC7002_A0738,Synechococcus_chromo_NC_010475,-,768144,768389,3447,245,1827.37,1,1,SYNPCC7002_A0738
SYNPCC7002_A0739,Synechococcus_chromo_NC_010475,-,768551,769285,9976,734,1765.28,1,1,SYNPCC7002_A0739
SYNPCC7002_A0740,Synechococcus_chromo_NC_010475,-,769346,769705,10576,359,3826.3,1,1,SYNPCC7002_A0740
SYNPCC7002_A0741,Synechococcus_chromo_NC_010475,+,770205,771179,153,974,20.4,1,1,SYNPCC7002_A0741
SYNPCC7002_A0742,Synechococcus_chromo_NC_010475,+,771183,771551,57,368,20.12,1,1,SYNPCC7002_A0742
SYNPCC7002_A0743,Synechococcus_chromo_NC_010475,-,772046,773266,1780,1220,189.5,1,1,SYNPCC7002_A0743
SYNPCC7002_A0744,Synechococcus_chromo_NC_010475,-,773338,774426,1344,1088,160.44,1,1,SYNPCC7002_A0744
SYNPCC7002_A0745,Synechococcus_chromo_NC_010475,-,774503,774883,182,380,62.21,1,1,SYNPCC7002_A0745
SYNPCC7002_A0746,Synechococcus_chromo_NC_010475,+,775011,776045,259,1034,32.53,1,1,SYNPCC7002_A0746
SYNPCC7002_A0747,Synechococcus_chromo_NC_010475,+,776048,777373,246,1325,24.11,1,1,SYNPCC7002_A0747
SYNPCC7002_A0748,Synechococcus_chromo_NC_010475,+,777395,778144,65,749,11.27,1,1,SYNPCC7002_A0748
SYNPCC7002_A0749,Synechococcus_chromo_NC_010475,+,778301,779752,6489,1451,580.85,1,1,SYNPCC7002_A0749
SYNPCC7002_A0750,Synechococcus_chromo_NC_010475,+,779853,780257,1016,404,326.64,1,1,SYNPCC7002_A0750
SYNPCC7002_A0751,Synechococcus_chromo_NC_010475,-,780405,780707,8858,302,3809.62,1,1,SYNPCC7002_A0751
SYNPCC7002_A0752,Synechococcus_chromo_NC_010475,+,780959,781459,137,500,35.59,1,1,SYNPCC7002_A0752
SYNPCC7002_A0753,Synechococcus_chromo_NC_010475,+,781519,782781,643,1262,66.18,1,1,SYNPCC7002_A0753
SYNPCC7002_A0754,Synechococcus_chromo_NC_010475,+,782833,783087,1160,254,593.17,1,1,SYNPCC7002_A0754
SYNPCC7002_A0755,Synechococcus_chromo_NC_010475,+,783325,786264,2300,2939,101.64,1,1,SYNPCC7002_A0755
SYNPCC7002_A0756,Synechococcus_chromo_NC_010475,+,786863,787549,124,686,23.48,1,1,SYNPCC7002_A0756
SYNPCC7002_A0757,Synechococcus_chromo_NC_010475,+,787557,788369,69,812,11.04,1,1,SYNPCC7002_A0757
SYNPCC7002_A0758,Synechococcus_chromo_NC_010475,-,788380,789510,923,1130,106.09,1,1,SYNPCC7002_A0758
SYNPCC7002_A0759,Synechococcus_chromo_NC_010475,-,789611,791080,69,1469,6.1,1,1,SYNPCC7002_A0759
SYNPCC7002_A0760,Synechococcus_chromo_NC_010475,+,791563,792483,973,920,137.37,1,1,SYNPCC7002_A0760
SYNPCC7002_A0761,Synechococcus_chromo_NC_010475,+,792513,793049,203,536,49.19,1,1,SYNPCC7002_A0761
SYNPCC7002_A0762,Synechococcus_chromo_NC_010475,+,793307,793522,57,215,34.43,1,1,SYNPCC7002_A0762
SYNPCC7002_A0763,Synechococcus_chromo_NC_010475,-,793551,794633,395,1082,47.42,1,1,SYNPCC7002_A0763
SYNPCC7002_A0764,Synechococcus_chromo_NC_010475,-,794651,796351,513,1700,39.19,1,1,SYNPCC7002_A0764
SYNPCC7002_A0765,Synechococcus_chromo_NC_010475,+,796425,797087,70,662,13.73,1,1,SYNPCC7002_A0765
SYNPCC7002_A0766,Synechococcus_chromo_NC_010475,-,797098,798039,286,941,39.48,1,1,SYNPCC7002_A0766
SYNPCC7002_A0767,Synechococcus_chromo_NC_010475,-,798073,798645,287,572,65.17,1,1,SYNPCC7002_A0767
SYNPCC7002_A0768,Synechococcus_chromo_NC_010475,-,798675,799064,529,389,176.63,1,1,SYNPCC7002_A0768
SYNPCC7002_A0769,Synechococcus_chromo_NC_010475,-,799194,799937,441,743,77.09,1,1,SYNPCC7002_A0769
SYNPCC7002_A0770,Synechococcus_chromo_NC_010475,-,799941,800408,138,467,38.38,1,1,SYNPCC7002_A0770
SYNPCC7002_A0771,Synechococcus_chromo_NC_010475,-,800544,801755,118,1211,12.66,1,1,SYNPCC7002_A0771
SYNPCC7002_A0772,Synechococcus_chromo_NC_010475,-,801808,802389,75,581,16.77,1,1,SYNPCC7002_A0772
SYNPCC7002_A0773,Synechococcus_chromo_NC_010475,+,802598,803893,765,1295,76.73,1,1,SYNPCC7002_A0773
SYNPCC7002_A0774,Synechococcus_chromo_NC_010475,-,803911,804696,108,785,17.87,1,1,SYNPCC7002_A0774
SYNPCC7002_A0775,Synechococcus_chromo_NC_010475,-,804730,805200,26,470,7.19,1,1,SYNPCC7002_A0775
SYNPCC7002_A0776,Synechococcus_chromo_NC_010475,-,805280,805693,13,413,4.09,1,1,SYNPCC7002_A0776
SYNPCC7002_A0777,Synechococcus_chromo_NC_010475,+,806131,806421,43,290,19.26,1,1,SYNPCC7002_A0777
SYNPCC7002_A0778,Synechococcus_chromo_NC_010475,+,806575,807699,686,1124,79.27,1,1,SYNPCC7002_A0778
SYNPCC7002_A0779,Synechococcus_chromo_NC_010475,+,807703,808086,167,383,56.63,1,1,SYNPCC7002_A0779
SYNPCC7002_A0780,Synechococcus_chromo_NC_010475,-,808083,808370,124,287,56.12,1,1,SYNPCC7002_A0780
SYNPCC7002_A0781,Synechococcus_chromo_NC_010475,+,808542,808859,106,317,43.43,1,1,SYNPCC7002_A0781
SYNPCC7002_A0782,Synechococcus_chromo_NC_010475,-,808944,810554,337,1610,27.19,1,1,SYNPCC7002_A0782
SYNPCC7002_A0783,Synechococcus_chromo_NC_010475,+,810801,811310,242,509,61.75,1,1,SYNPCC7002_A0783
SYNPCC7002_A0784,Synechococcus_chromo_NC_010475,-,811368,811441,447,73,795.31,1,1,SYNPCC7002_A0784
SYNPCC7002_A0785,Synechococcus_chromo_NC_010475,+,811535,812440,451,905,64.73,1,1,SYNPCC7002_A0785
SYNPCC7002_A0786,Synechococcus_chromo_NC_010475,+,812469,813032,363,563,83.74,1,1,SYNPCC7002_A0786
SYNPCC7002_A0787,Synechococcus_chromo_NC_010475,+,813046,814182,316,1136,36.13,1,1,SYNPCC7002_A0787
SYNPCC7002_A0788,Synechococcus_chromo_NC_010475,+,814563,816644,1494,2081,93.25,1,1,SYNPCC7002_A0788
SYNPCC7002_A0789,Synechococcus_chromo_NC_010475,+,816746,817582,58,836,9.01,1,1,SYNPCC7002_A0789
SYNPCC7002_A0790,Synechococcus_chromo_NC_010475,+,817826,818776,2500,950,341.8,1,1,SYNPCC7002_A0790
SYNPCC7002_A0791,Synechococcus_chromo_NC_010475,-,818815,819792,25,977,3.32,1,1,SYNPCC7002_A0791
SYNPCC7002_A0792,Synechococcus_chromo_NC_010475,-,819953,820807,242,854,36.81,1,1,SYNPCC7002_A0792
SYNPCC7002_A0793,Synechococcus_chromo_NC_010475,-,821085,821648,1265,563,291.83,1,1,SYNPCC7002_A0793
SYNPCC7002_A0794,Synechococcus_chromo_NC_010475,-,821751,823577,160,1826,11.38,1,1,SYNPCC7002_A0794
SYNPCC7002_A0795,Synechococcus_chromo_NC_010475,+,823903,824961,19,1058,2.33,1,1,SYNPCC7002_A0795
SYNPCC7002_A0796,Synechococcus_chromo_NC_010475,+,825010,825303,7,293,3.1,1,0,SYNPCC7002_A0796
SYNPCC7002_A0797,Synechococcus_chromo_NC_010475,+,825354,826211,9,857,1.36,1,0,SYNPCC7002_A0797
SYNPCC7002_A0798,Synechococcus_chromo_NC_010475,+,826201,827025,31,824,4.89,1,1,SYNPCC7002_A0798
SYNPCC7002_A0799,Synechococcus_chromo_NC_010475,+,827103,828149,111,1046,13.78,1,1,SYNPCC7002_A0799
SYNPCC7002_A0800,Synechococcus_chromo_NC_010475,+,828286,829080,905,794,148.04,1,1,SYNPCC7002_A0800
SYNPCC7002_A0801,Synechococcus_chromo_NC_010475,+,829314,829526,781,212,478.48,1,1,SYNPCC7002_A0801
SYNPCC7002_A0802,Synechococcus_chromo_NC_010475,+,829567,829950,2457,383,833.22,1,1,SYNPCC7002_A0802
SYNPCC7002_A0803,Synechococcus_chromo_NC_010475,+,829954,830379,254,425,77.62,1,1,SYNPCC7002_A0803
SYNPCC7002_A0804,Synechococcus_chromo_NC_010475,-,830401,830895,15,494,3.94,1,1,SYNPCC7002_A0804
SYNPCC7002_A0805,Synechococcus_chromo_NC_010475,+,830992,831660,95,668,18.47,1,1,SYNPCC7002_A0805
SYNPCC7002_A0806,Synechococcus_chromo_NC_010475,+,831961,833637,289,1676,22.4,1,1,SYNPCC7002_A0806
SYNPCC7002_A0807,Synechococcus_chromo_NC_010475,+,833854,835998,771,2144,46.71,1,1,SYNPCC7002_A0807
SYNPCC7002_A0808,Synechococcus_chromo_NC_010475,-,836078,836281,32754,203,20956.6,1,1,SYNPCC7002_A0808
SYNPCC7002_A0809,Synechococcus_chromo_NC_010475,+,836362,836493,135,131,133.85,1,1,SYNPCC7002_A0809
SYNPCC7002_A0810,Synechococcus_chromo_NC_010475,-,836710,837453,155,743,27.1,1,1,SYNPCC7002_A0810
SYNPCC7002_A0811,Synechococcus_chromo_NC_010475,-,837715,838461,21941,746,3820.06,1,1,SYNPCC7002_A0811
SYNPCC7002_A0812,Synechococcus_chromo_NC_010475,+,838862,839863,335,1001,43.47,1,1,SYNPCC7002_A0812
SYNPCC7002_A0813,Synechococcus_chromo_NC_010475,+,839931,840539,280,608,59.81,1,1,SYNPCC7002_A0813
SYNPCC7002_A0814,Synechococcus_chromo_NC_010475,+,840639,841088,535,449,154.76,1,1,SYNPCC7002_A0814
SYNPCC7002_A0815,Synechococcus_chromo_NC_010475,-,841173,841745,179,572,40.65,1,1,SYNPCC7002_A0815
SYNPCC7002_A0816,Synechococcus_chromo_NC_010475,-,841805,843244,311,1439,28.07,1,1,SYNPCC7002_A0816
SYNPCC7002_A0817,Synechococcus_chromo_NC_010475,+,843356,843994,61,638,12.42,1,1,SYNPCC7002_A0817
SYNPCC7002_A0818,Synechococcus_chromo_NC_010475,+,844063,845241,856,1178,94.38,1,1,SYNPCC7002_A0818
SYNPCC7002_A0819,Synechococcus_chromo_NC_010475,-,845258,845671,352,413,110.7,1,1,SYNPCC7002_A0819
SYNPCC7002_A0820,Synechococcus_chromo_NC_010475,-,845664,845927,530,263,261.74,1,1,SYNPCC7002_A0820
SYNPCC7002_A0821,Synechococcus_chromo_NC_010475,-,845944,847722,1091,1778,79.7,1,1,SYNPCC7002_A0821
SYNPCC7002_A0822,Synechococcus_chromo_NC_010475,-,847765,848196,244,431,73.53,1,1,SYNPCC7002_A0822
SYNPCC7002_A0823,Synechococcus_chromo_NC_010475,+,848300,849352,2151,1052,265.57,1,1,SYNPCC7002_A0823
SYNPCC7002_A0824,Synechococcus_chromo_NC_010475,+,849520,850446,116,926,16.27,1,1,SYNPCC7002_A0824
SYNPCC7002_A0825,Synechococcus_chromo_NC_010475,+,850469,851419,120,950,16.41,1,1,SYNPCC7002_A0825
SYNPCC7002_A0826,Synechococcus_chromo_NC_010475,-,851586,854111,1620,2525,83.33,1,1,SYNPCC7002_A0826
SYNPCC7002_A0827,Synechococcus_chromo_NC_010475,-,854319,856511,86,2192,5.1,1,1,SYNPCC7002_A0827
SYNPCC7002_A0828,Synechococcus_chromo_NC_010475,-,856276,856737,22,461,6.2,1,1,SYNPCC7002_A0828
SYNPCC7002_A0829,Synechococcus_chromo_NC_010475,-,856966,858180,2790,1214,298.5,1,1,SYNPCC7002_A0829
SYNPCC7002_A0830,Synechococcus_chromo_NC_010475,-,858218,858433,523,215,315.95,1,1,SYNPCC7002_A0830
SYNPCC7002_A0831,Synechococcus_chromo_NC_010475,-,858725,860110,4120,1385,386.37,1,1,SYNPCC7002_A0831
SYNPCC7002_A0832,Synechococcus_chromo_NC_010475,+,860573,861055,255,482,68.71,1,1,SYNPCC7002_A0832
SYNPCC7002_A0834,Synechococcus_chromo_NC_010475,-,861015,861776,64,761,10.92,1,1,SYNPCC7002_A0834
SYNPCC7002_A0833,Synechococcus_chromo_NC_010475,+,861354,861461,76,107,92.25,1,1,SYNPCC7002_A0833
SYNPCC7002_A0835,Synechococcus_chromo_NC_010475,+,861854,862756,2851,902,410.53,1,1,SYNPCC7002_A0835
SYNPCC7002_A0836,Synechococcus_chromo_NC_010475,-,862773,863030,248,257,125.33,1,1,SYNPCC7002_A0836
SYNPCC7002_A0837,Synechococcus_chromo_NC_010475,-,863027,863341,633,314,261.83,1,1,SYNPCC7002_A0837
SYNPCC7002_A0838,Synechococcus_chromo_NC_010475,-,863401,865659,821,2258,47.22,1,1,SYNPCC7002_A0838
SYNPCC7002_A0839,Synechococcus_chromo_NC_010475,-,865888,866580,6524,692,1224.5,1,1,SYNPCC7002_A0839
SYNPCC7002_A0840,Synechococcus_chromo_NC_010475,-,866577,866984,2848,407,908.86,1,1,SYNPCC7002_A0840
SYNPCC7002_A0841,Synechococcus_chromo_NC_010475,-,867201,867683,21013,482,5662.31,1,1,SYNPCC7002_A0841
SYNPCC7002_A0842,Synechococcus_chromo_NC_010475,-,867740,868408,27700,668,5385.87,1,1,SYNPCC7002_A0842
SYNPCC7002_A0843,Synechococcus_chromo_NC_010475,+,868639,869883,438,1244,45.73,1,1,SYNPCC7002_A0843
SYNPCC7002_A0844,Synechococcus_chromo_NC_010475,-,869880,871322,234,1442,21.08,1,1,SYNPCC7002_A0844
SYNPCC7002_A0845,Synechococcus_chromo_NC_010475,-,871453,871641,40,188,27.63,1,1,SYNPCC7002_A0845
SYNPCC7002_A0846,Synechococcus_chromo_NC_010475,+,871721,871957,2516,236,1384.69,1,1,SYNPCC7002_A0846
SYNPCC7002_A0847,Synechococcus_chromo_NC_010475,-,872160,873362,2099,1202,226.81,1,1,SYNPCC7002_A0847
SYNPCC7002_A0848,Synechococcus_chromo_NC_010475,-,873736,875286,798,1550,66.87,1,1,SYNPCC7002_A0848
SYNPCC7002_A0849,Synechococcus_chromo_NC_010475,-,875468,876709,178,1241,18.63,1,1,SYNPCC7002_A0849
SYNPCC7002_A0850,Synechococcus_chromo_NC_010475,-,876764,877960,208,1196,22.59,1,1,SYNPCC7002_A0850
SYNPCC7002_A0851,Synechococcus_chromo_NC_010475,-,878168,878923,593,755,102.01,1,1,SYNPCC7002_A0851
SYNPCC7002_A0852,Synechococcus_chromo_NC_010475,-,879038,879526,2820,488,750.55,1,1,SYNPCC7002_A0852
SYNPCC7002_A0853,Synechococcus_chromo_NC_010475,-,879750,880958,3951,1208,424.81,1,1,SYNPCC7002_A0853
SYNPCC7002_A0854,Synechococcus_chromo_NC_010475,+,881639,883633,4668,1994,304.06,1,1,SYNPCC7002_A0854
SYNPCC7002_A0855,Synechococcus_chromo_NC_010475,+,883752,883976,63,224,36.53,1,1,SYNPCC7002_A0855
SYNPCC7002_A0856,Synechococcus_chromo_NC_010475,-,883979,884314,153,335,59.32,1,1,SYNPCC7002_A0856
SYNPCC7002_A0857,Synechococcus_chromo_NC_010475,-,884446,886068,88,1622,7.05,1,1,SYNPCC7002_A0857
SYNPCC7002_A0858,Synechococcus_chromo_NC_010475,-,886182,886352,502,170,383.54,1,1,SYNPCC7002_A0858
SYNPCC7002_A0859,Synechococcus_chromo_NC_010475,+,886867,887667,456,800,74.03,1,1,SYNPCC7002_A0859
SYNPCC7002_A0860,Synechococcus_chromo_NC_010475,+,887965,889602,105,1637,8.33,1,1,SYNPCC7002_A0860
SYNPCC7002_A0861,Synechococcus_chromo_NC_010475,+,889623,890459,50,836,7.77,1,1,SYNPCC7002_A0861
