"","Shew_HL_HO2","C_lim_CC","Lactate_CC","FC.HLHO.div.C_Lim","FC.HLHO.div.lact","FC.C_lim.div.lac","W3181","X","Genome.count","PMID","Product.Descriptor","GENE","Alias","Role","Regulated.by","Essentiality.Class.in.MR.1","FIG.Function","FIG.Subsystem","CAZY","family","Merops.family","cofactor..organic.","cofactor..inorganic","substrate","Transport.Family","EC.NUMBER","evolution","Genome.count.1","Localization","Group.ID"
"0453",0,5.60493378378272,0,0.0219449514918245,1,45.568567347827,"W3181_0453",NA,6,"","quinone oxidoreductase family protein","","","NAD(P)H dehydrogenase (quinone)","","Dispensable","NAD(P)H oxidoreductase YRKL (EC 1.6.99.-) & Putative NADPH-quinone reductase (modulator of drug activity B) & Flavodoxin 2","Flavodoxin; <br>Flavodoxin","","","","FAD","","","","1.6.99.-","mobile - cmpd Tn ISSod1",1,"cyt","Shw05916"
"0454",4.65230847638202,1.60140965250935,4.0521446606936,2.90513327997744,1.14811016534284,0.395200513950861,"W3181_0454",NA,9,"","lateral flagellar biosynthesis protein FlhA","flhA","","T3bSS - swarming flagella","","","Flagellar biosynthesis protein FlhA","Flagellar motility; <br>Flagellum","","","","","","","3.A.6.2","","acquired",1,"IM 7 TM","Shw06494"
"0455",0.930461695276404,0,0,7.56472922988947,7.56472922988947,1,"W3181_0455",NA,8,"","lateral flagellar biosynthetic protein FlhB","flhB","","T3bSS - swarming flagella","","","Flagellar biosynthesis protein FlhB","Flagellar motility; <br>Flagellum","","","","","","","3.A.6.2","","acquired",1,"IM 4 TM","Shw06386"
"0456",0.930461695276404,0,0,7.56472922988947,7.56472922988947,1,"W3181_0456",NA,8,"","lateral flagellar biosynthetic protein FliR","fliR","","T3bSS - swarming flagella","","","Flagellar biosynthesis protein FliR","Flagellar motility; <br>Flagellum","","","","","","","3.A.6.2","","acquired",1,"IM 6 TM","Shw06385"
"0457",7.44369356221123,0,5.40285954759147,60.5178338391157,1.3777321984114,0.0227657222840138,"W3181_0457",NA,8,"","lateral flagellar biosynthetic protein FliQ","fliQ","","T3bSS - swarming flagella","","","Flagellar biosynthesis protein FliQ","Flagellum","","","","","","","3.A.6.2","","acquired",1,"IM 2 TM","Shw06384"
"0458",3.72184678110562,0,2.70142977379574,30.2589169195579,1.3777321984114,0.0455314445680277,"W3181_0458",NA,8,"","lateral flagellar biosynthetic protein FliP","fliP","","T3bSS - swarming flagella","","","Flagellar biosynthesis protein FliP","Flagellum","","","","","","","3.A.6.2","","acquired",1,"IM 4 TM","Shw06383"
"0459",11.1655403433169,0,4.0521446606936,90.7767507586736,2.75546439682281,0.0303542963786851,"W3181_0459",NA,8,"","lateral flagellar motor switch protein FliN","fliN","","T3bSS - swarming flagella","","","Flagellar motor switch protein FliN","Bacterial Chemotaxis; <br>Flagellar motility; <br>Flagellum","","","","","","","3.A.6.2","","acquired",1,"cyt-IM assoc","Shw06382"
"0460",2.79138508582921,11.2098675675654,2.70142977379574,0.249011423998067,1.03329914880855,4.14960539648404,"W3181_0460",NA,8,"","lateral flagellar motor switching and energizing component FliM","fliM","","T3bSS - swarming flagella","","","hypothetical protein","","","","","","","","","","acquired",1,"cyt-IM assoc","Shw06381"
"0461",11.1655403433169,2.40211447876402,8.1042893213872,4.64821324796391,1.3777321984114,0.296400385463146,"W3181_0461",NA,8,"","Sigma54 specific transcriptional regulator for lateral flagellar biosynthesis FhlA","fhlA","","1CP - T3bSS - swarming flagella","","","putative two-component response regulator","","","","","","","","","","acquired",1,"cyt","Shw06380"
"0462",11.1655403433169,0,9.45500420828507,90.7767507586736,1.18091331292406,0.0130089841622936,"W3181_0462",NA,8,"","lateral flagellar hook-basal body complex subunit FliE","fliE","","T3bSS - swarming flagella","","","Flagellar hook-basal body complex protein FliE","Flagellum; <br>Flagellum in Campylobacter","","","","","","","","","acquired",1,"peri","Shw06379"
"0463",11.1655403433169,8.00704826254674,12.1564339820808,1.39446397438917,0.918488132274269,0.658667523251435,"W3181_0463",NA,8,"","flagellar basal-body MS-ring and collar protein FliF","fliF","","T3bSS - swarming flagella","","","Flagellar M-ring protein FliF","Flagellum","","","","","","","3.A.6.2","","acquired",1,"IM 2 TM","Shw06378"
"0464",36.2880061157798,13.6119820463295,27.0142977379573,2.66588700986165,1.34328889345112,0.503880655287347,"W3181_0464",NA,8,"","lateral flagellar motor switch protein FliG","fliG","","T3bSS - swarming flagella","","","Flagellar motor switch protein FliG","Bacterial Chemotaxis; <br>Flagellum","","","","","","","","","acquired",1,"cyt-IM assoc","Shw06377"
"0465",25.1224657724629,28.8253737451683,16.2085786427744,0.871539983993233,1.54994872321283,1.77840231277887,"W3181_0465",NA,8,"","lateral flagellar assembly protein FliH","fliH","","T3bSS - swarming flagella","","","Flagellar assembly protein FliH","Flagellum","","","","","","","3.A.6.2","","acquired",1,"cyt-IM assoc","Shw06376"
"0466",14.8873871244225,4.80422895752804,12.1564339820808,3.09880883197594,1.22465084303236,0.395200513950861,"W3181_0466",NA,8,"","lateral flagellum-specific ATP synthase FliI","fliI","","T3bSS - swarming flagella","","","Flagellum-specific ATP synthase FliI","Flagellar motility; <br>Flagellum","","","","","","","3.A.6.2","","acquired",1,"cyt-IM assoc","Shw06375"
"0467",9.30461695276404,16.0140965250935,8.1042893213872,0.581026655995489,1.14811016534284,1.9760025697543,"W3181_0467",NA,8,"","conserved hypothetical protein","","","T3bSS - swarming flagella","","","hypothetical protein","","","","","","","","","","acquired",1,"cyt","Shw06374"
"0468",21.4006189913573,7.20634343629207,22.9621530772637,2.96969179731028,0.931995310690067,0.313835702255095,"W3181_0468",NA,8,"","lateral flagellar biosysnthesis chaperone for FlgK and FlgL FlgN","flgN","","T3bSS - swarming flagella (FlgN)","","","hypothetical protein","","","","","","","","","","acquired",1,"cyt","Shw06373"
"0469",30.7052359441213,0,25.6635828510595,249.636064586352,1.19645164598885,0.00479278363873975,"W3181_0469",NA,8,"","lateral flagellar biosynthesis anti-sigma factor FlgM","flgM","","T3bSS - swarming flagella","","","hypothetical protein","","","","","","","","","","acquired",1,"cyt","Shw06372"
"0470",12.0960020385933,18.4162110038575,12.1564339820808,0.656812741560118,0.995028809963791,1.5149353034783,"W3181_0470",NA,8,"","lateral flagellar basal-body periplasmic P ring FlgA","flgA","","T3bSS - swarming flagella","","","Flagellar basal-body P-ring formation protein FlgA","Flagellum","","","","","","","","","acquired",1,"peri","Shw06371"
"0471",3.72184678110562,9.60845791505609,6.75357443448934,0.387351103996993,0.551092879364561,1.4227218502231,"W3181_0471",NA,8,"","lateral flagellar basal-body rod protein FlgB","flgB","","T3bSS - swarming flagella","","","Flagellar basal-body rod protein FlgB","Flagellum; <br>Flagellum in Campylobacter","","","","","","","","","acquired",1,"peri","Shw06370"
"0472",1.86092339055281,0,1.35071488689787,15.1294584597789,1.3777321984114,0.0910628891360553,"W3181_0472",NA,8,"","lateral flagellar basal-body rod protein FlgC","flgC","","T3bSS - swarming flagella","","","Flagellar basal-body rod protein FlgC","Flagellum; <br>Flagellum in Campylobacter","","","","","","","","","acquired",1,"peri","Shw06369"
"0473",0.930461695276404,20.0176206563668,2.70142977379574,0.0464821324796391,0.344433049602851,7.41000963657864,"W3181_0473",NA,8,"","lateral flagellar hook capping protein FlgD","flgD","","T3bSS - swarming flagella","","","Flagellar basal-body rod modification protein FlgD","Flagellar motility; <br>Flagellum","","","","","","","","","acquired",1,"surface structure","Shw06368"
"0474",3.72184678110562,8.00704826254674,4.0521446606936,0.464821324796391,0.918488132274269,1.9760025697543,"W3181_0474",NA,8,"","lateral flagellar hook protein FlgE","flgE","","T3bSS - swarming flagella","","","Flagellar hook protein FlgE","Flagellum","","","","","","","","","acquired",1,"surface structure","Shw06367"
"0475",5.58277017165843,8.80775308880141,4.0521446606936,0.633847261085988,1.3777321984114,2.17360282672973,"W3181_0475",NA,8,"","lateral flagellar component of cell-proximal portion of basal-body rod FlgF","flgF","","T3bSS - swarming flagella","","","Flagellar basal-body rod protein FlgF","Flagellum","","","","","","","","","acquired",1,"peri","Shw06366"
"0476",5.58277017165843,4.00352413127337,5.40285954759147,1.39446397438917,1.03329914880855,0.741000963657864,"W3181_0476",NA,8,"","lateral flagellar basal-body rod protein FlgG","flgG","","T3bSS - swarming flagella","","","Flagellar basal-body rod protein FlgG","Flagellum","","","","","","","","","acquired",1,"surface structure","Shw06365"
"0477",6.51323186693483,4.80422895752804,5.40285954759147,1.35572886398947,1.20551567360998,0.889201156389437,"W3181_0477",NA,8,"","lateral flagellar L-ring protein FlgH","flgH","","T3bSS - swarming flagella","","","Flagellar L-ring protein FlgH","Flagellar motility; <br>Flagellum","","","","","","","","","acquired",1,"LP-OM","Shw06364"
"0478",10.2350786480404,12.0105723938201,8.1042893213872,0.852172428793384,1.26292118187712,1.48200192731573,"W3181_0478",NA,8,"","lateral flagellar P-ring protein FlgI","flgI","","T3bSS - swarming flagella","","","Flagellar P-ring protein FlgI","Flagellum","","","","","","","","","acquired",1,"peri","Shw06363"
"0479",11.1655403433169,8.00704826254674,8.1042893213872,1.39446397438917,1.3777321984114,0.988001284877152,"W3181_0479",NA,8,"","lateral flagella peptidoglycan hydrolase FlgJ","flgJ","","T3bSS - swarming flagella","","","Flagellar protein FlgJ [peptidoglycan hydrolase] (EC 3.2.1.-)","Flagellum","","","","","","","","3.2.1.-","acquired",1,"peri","Shw06362"
"0480",13.0264637338697,12.0105723938201,12.1564339820808,1.08458309119158,1.07156948765331,0.988001284877152,"W3181_0480",NA,8,"","lateral flagellar hook-associated protein FlgK","flgK","","T3bSS - swarming flagella","","","Flagellar hook-associated protein FlgK","Carbon storage regulator; <br>Flagellum","","","","","","","","","acquired",1,"surface structure","Shw06361"
"0481",11.1655403433169,14.4126868725841,6.75357443448934,0.774702207993985,1.65327863809368,2.13408277533465,"W3181_0481",NA,8,"","lateral flagellar hook-associated protein FlgL","flgL","","T3bSS - swarming flagella","","","Flagellar hook-associated protein FlgL","Carbon storage regulator; <br>Flagellum","","","","","","","","","acquired",1,"surface structure","Shw06360"
"0482",5.58277017165843,6.40563861003739,5.40285954759147,0.871539983993233,1.03329914880855,1.18560154185258,"W3181_0482",NA,8,"","lateral flagella system conserved hypothetical protein","","","T3bSS - swarming flagella","","","hypothetical protein","","","","","","","","","","acquired",1,"peri","Shw06359"
"0483",50.2449315449258,25.6225544401496,36.4693019462424,1.96096496398478,1.3777321984114,0.702578691468197,"W3181_0483",NA,8,"","lateral flagellin protein FlaA","flaA","","T3bSS - swarming flagella","","","Flagellin protein FlaA","Flagellum; <br>Flagellum in Campylobacter","","","","","","","","","acquired",1,"surface structure","Shw04828b"
"0484",22.3310806866337,0,16.2085786427744,181.553501517347,1.3777321984114,0.00758857409467128,"W3181_0484",NA,3,"","lateral flagellin protein FlaA","flaA","","T3bSS - swarming flagella","","","Flagellin protein FlaA","Flagellum; <br>Flagellum in Campylobacter","","","","","","","","","acquired",1,"surface structure","Shw04828a"
"0485",4.65230847638202,9.60845791505609,5.40285954759147,0.484188879996241,0.861082624007127,1.77840231277887,"W3181_0485",NA,8,"","lateral flagellar hook-associated protein FliD","fliD","","T3bSS - swarming flagella","","","Flagellar hook-associated protein FliD","Flagellum","","","","","","","","","acquired",1,"surface structure","Shw06357"
"0486",26.9833891630157,36.0317171814603,33.7678721724467,0.748878801060852,0.799084675078614,1.06704138766732,"W3181_0486",NA,8,"","lateral FliC flagellar chaperone protein FliS","fliS","","T3bSS - swarming flagella","","","Flagellar biosynthesis protein FliS","Flagellum","","","","","","","","","acquired",1,"cyt-IM assoc","Shw06356"
"0487",24.1920040771865,10.4091627413108,28.3650126248552,2.32410662398196,0.852881837111821,0.366971905811514,"W3181_0487",NA,8,"","lateral flagellar conserved hypothetical protein","","","T3bSS - swarming flagella","","","hypothetical protein","","","","","","","","","","acquired",1,"cyt","Shw06355"
"0488",7.44369356221123,5.60493378378272,8.1042893213872,1.32806092798969,0.918488132274269,0.691600899414006,"W3181_0488",NA,8,"","lateral flagellar hook-length control protein FliK","fliK","","T3bSS - swarming flagella","","","Flagellar hook-length control protein FliK","Flagellum","","","","","","","","","acquired",1,"extra","Shw06354"
"0489",5.58277017165843,7.20634343629207,8.1042893213872,0.774702207993985,0.688866099205702,0.889201156389437,"W3181_0489",NA,8,"","lateral flagellar basal body-associated protein FliL","fliL","","T3bSS - swarming flagella","","","Flagellar protein lafL","","","","","","","","","","acquired",1,"IM 1 TM","Shw06353"
"0490",6.51323186693483,9.60845791505609,5.40285954759147,0.677864431994737,1.20551567360998,1.77840231277887,"W3181_0490",NA,8,"","RNA polymerase sigma-28 factor for lateral flagellar operon FliA","fliA","","Transcription initiation bacterial sigma factors","","","RNA polymerase sigma factor for flagellar operon","Flagellar motility; <br>Flagellum; <br>Transcription initiation bacterial sigma factors","","","","","","","","","acquired",1,"cyt","Shw06352"
"0491",10.2350786480404,0,12.1564339820808,83.2120215287841,0.841947454584746,0.010118098792895,"W3181_0491",NA,8,"","lateral flagellar motor rotation protein MotA","motA","","T3bSS - swarming flagella","","","Flagellar motor rotation protein MotA","Flagellar motility; <br>Flagellum","","","","","","","1.A.30.1","","acquired",1,"IM 4 TM","Shw06351"
"0492",8.37415525748764,3.2028193050187,8.1042893213872,2.6146199519797,1.03329914880855,0.395200513950861,"W3181_0492",NA,8,"","lateral flagellar motor rotation protein MotB","motB","","T3bSS - swarming flagella","","","Flagellar motor rotation protein MotB","Flagellar motility; <br>Flagellum","","","","","","","1.A.30.1","","acquired",1,"IM 1 TM","Shw06350"
"0493",6.51323186693483,7.20634343629207,8.1042893213872,0.903819242659649,0.803677115739985,0.889201156389437,"W3181_0493",NA,8,"","c-di-GMP binding protein","","","T3bSS - swarming flagella","","","type IV pilus assembly PilZ","","","","","","","","","","acquired",1,"cyt","Shw06349"
"0494",0,0,2.70142977379574,1,0.0455314445680277,0.0455314445680277,"W3181_0494",NA,8,"","conserved hypothetical protein","","","T3bSS - swarming flagella","","","unknown","","","","","","","","","","acquired",1,"IM 3 TM","Shw06348"
"0495",34.427082725227,224.998056177563,66.1850294579955,0.153010578447211,0.520164197359407,3.39953095163853,"W3181_0495",NA,22,"","global transcriptional activator Fis","fis","","1CP|global","","Dispensable Unclear In Ecoli","DNA-binding protein Fis","DNA structural proteins bacterial","","Fis","","","","","","","core",1,"cyt","Shw00318"
"0496",108.864018347339,529.265890154339,272.844407153369,0.205688710291898,0.398996701025085,1.93980846327861,"W3181_0496",NA,22,"","tRNA-dihydrouridine synthase DusB","dusB","","tRNA modification","","Dispensable","tRNA dihydrouridine synthase B (EC 1.-.-.-)","","","","","","","","","1.3.-.-","core",1,"cyt","Shw00319"
"0497",16.7483105149753,34.430307528951,13.5071488689787,0.486440921298549,1.23995897857026,2.54904331498305,"W3181_0497",NA,22,"","ribosomal protein L11 methyltransferase PrmA","prmA","","Heat shock dnaK gene cluster extended","","Dispensable","Ribosomal protein L11 methyltransferase (EC 2.1.1.-)","Heat shock dnaK gene cluster extended; <br>Ribosome biogenesis bacterial","","","","","","","","2.1.1.-","core",1,"cyt","Shw00320"
"0498",34.427082725227,23.2204399613855,55.3793103628126,1.48261974288504,0.621659650502706,0.419298106264938,"W3181_0498",NA,20,"","quinol:fumarate reductase menaquinol-oxidizing subunit FrdC","frdC","","energy metab - oxidative phosphorylation","","Dispensable","Fumarate reductase cytochrome b subunit","Succinate dehydrogenase","","","","heme b (2)","","","","1.3.99.1","mtr core",1,"IM 5 TM","Shw05687b"
"0499",15.8178488196989,9.60845791505609,16.2085786427744,1.64624219198722,0.97589364054141,0.592800770926291,"W3181_0499",NA,19,"","quinol:fumarate reductase menaquinol-oxidizing subunit FrdC","frdC","","energy metab - oxidative phosphorylation","Fnr","Unknown","Fumarate reductase cytochrome b subunit","Succinate dehydrogenase","","","","heme b (2)","","","","1.3.99.1","no Sden Sfri",1,"IM 5 TM","Shw00322"
"0500",11.1655403433169,13.6119820463295,14.8578637558765,0.820272926111278,0.751490290042583,0.916146645976995,"W3181_0500",NA,20,"","quinol:fumarate reductase FAD-binding subunit FrdA","frdA","","energy metab - oxidative phosphorylation","Fnr","Dispensable","Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)","Serine-glyoxylate cycle; <br>Succinate dehydrogenase; <br>TCA Cycle","","","","FAD","","","","1.3.99.1","mtr core",1,"cyt-IM assoc","Shw05686b"
"0501",25.1224657724629,51.2451088802991,29.7157275117531,0.490241240996194,0.845426576297907,1.72451133360376,"W3181_0501",NA,20,"","quinol:fumarate reductase FeS subunit FrdB","frdB","","energy metab - oxidative phosphorylation","Fnr","Dispensable","Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1)","Serine-glyoxylate cycle; <br>Succinate dehydrogenase; <br>TCA Cycle","","","","","2Fe-2S 4Fe-4S 3Fe-4S","","","1.3.99.1","mtr core",1,"cyt-IM assoc","Shw05685b"
"0502",2.79138508582921,0,1.35071488689787,22.6941876896684,2.0665982976171,0.0910628891360553,"W3181_0502",NA,18,"","putative quinol monooxygenase","","","ubiquinol oxidation","","Dispensable","hypothetical protein","","","","","","","","","","mobile?",1,"cyt","Shw00325"
"0503",7.44369356221123,6.40563861003739,6.75357443448934,1.16205331199098,1.10218575872912,0.948481233482066,"W3181_0503",NA,12,"","putative NADPH-dependent quinone oxidoreductase","","","ubiquinol oxidation","","Dispensable","Bifunctional protein: zinc-containing alcohol dehydrogenase; quinone oxidoreductase ( NADPH:quinone reductase) (EC 1.1.1.-); Similar to arginate lyase","","","","","NADPH","Zn","","","","",1,"cyt","Shw00326"
"0504",9.30461695276404,14.4126868725841,8.1042893213872,0.645585173328321,1.14811016534284,1.77840231277887,"W3181_0504",NA,20,"","transcriptional regulator LysR family","","","Sensory transduction","","Dispensable","Transcriptional regulator LysR family homolog 3","","","LysR","","","","","","","core? (check Sben)",1,"cyt","Shw00327"
"0505",598.286870062728,532.468709459358,533.532380324658,1.12360944302286,1.1213693716184,0.998006361179705,"W3181_0505",NA,22,"","transcription termination factor Rho","rho","","Transcription factors","","Expected Essential","Transcription termination factor Rho","Transcription factors bacterial","","","","ATP","","RNA","","","core",1,"cyt","Shw00330a"
"0506",675.51519077067,347.505894594528,925.239697525039,1.94389563250104,0.730097500763999,0.375584722017533,"W3181_0506",NA,22,"","thioredoxin 1 TrxA","trxA","","","","Dispensable","Thioredoxin","","","","","","","","","","core",1,"cyt","Shw00331"
"0507",347.062212338099,325.886864285652,237.725820094025,1.06497760533817,1.45992644888481,1.37085178276705,"W3181_0507",NA,22,"","ATP-dependent RNA helicase RhlB","rhlB","","ATP-dependent RNA helicases","","Dispensable","ATP-dependent RNA helicase RhlB","ATP-dependent RNA helicases bacterial","","","","ATP","","","","3.6.4.13","core",1,"cyt","Shw00332"
"0508",182.370492274175,170.550127992246,178.294365070519,1.06930727300578,1.02286178366907,0.956564880358333,"W3181_0508",NA,22,"","guanosine pentaphosphate phosphatase GppA","gppA","","Phosphate metabolism","","Dispensable","Guanosine-5-prime-triphosphate3-prime-diphosphate pyrophosphatase (EC 3.6.1.40)","Phosphate metabolism; <br>Stringent Response (p)ppGpp metabolism","","","","","","","","3.6.1.40","core",1,"cyt","Shw00333"
"0509",115.377250214274,70.4620247104113,97.2514718566465,1.63743875780547,1.1863805041876,0.724534275576578,"W3181_0509",NA,22,"","thioredoxin family protein","","","","","Dispensable","FIG032767: hypothetical protein","","","","","","","","","","core",1,"peri","Shw00334"
"0510",43.731699677991,8.00704826254674,27.0142977379573,5.4616505663576,1.6188353331334,0.296400385463146,"W3181_0510",NA,22,"","7,8-dihydro-8-oxoguanine-triphosphatase MutT","mutT","","","","Dispensable","Mutator mutT protein (78-dihydro-8-oxoguanine-triphosphatase) (EC 3.6.1.-)","CBSS-562.2.peg.633; <br>Nudix proteins (nucleoside triphosphate hydrolases)","","","","","","","","3.6.1.-","core",1,"cyt","Shw00335"
"0511",34.427082725227,32.8288978764416,27.0142977379573,1.04868225716259,1.27440228353055,1.2152415803989,"W3181_0511",NA,22,"","putative zinc-binding protein of unknown function DUF329 YacG","yacG","","","","Unknown","FIG003276: zinc-binding protein","CBSS-562.2.peg.633","","","","","Zn?","","","","core",1,"cyt","Shw00336"
"0512",68.8541654504539,84.0740067567408,56.7300252497104,0.818970905593642,1.21371646050528,1.48200192731573,"W3181_0512",NA,22,"","protein of unknown function DUF1342 YacF","yacF","","","","Dispensable","FIG002842: hypothetical protein","CBSS-562.2.peg.633","","","","","","","","","core",1,"cyt","Shw00337"
"0513",123.751405471762,122.507838416965,151.280067332561,1.01015091826667,0.81802849280677,0.809808195997523,"W3181_0513",NA,22,"","dephospho-CoA kinase CoaE","coaE","","Cofactor synth - Coenzyme A","","Expected Essential","Dephospho-CoA kinase (EC 2.7.1.24)","CBSS-562.2.peg.633; <br>Coenzyme A Biosynthesis","","","","","","","","2.7.1.24","core",1,"cyt","Shw00338"
"0514",27.9138508582921,21.6190303088762,29.7157275117531,1.29117034665664,0.939362862553229,0.727528218864084,"W3181_0514",NA,22,"","type IV prepilin peptidase PilD","pilD","","peptidase - type IV and II pilin proteins","","Dispensable","Leader peptidase (Prepilin peptidase) (EC 3.4.23.43) / N-methyltransferase (EC 2.1.1.-)","Type IV pilus; <br>Type IV pilus","","","A24A","","","","","3.4.23.43","core",1,"IM 6 TM","Shw00339"
"0515",22.3310806866337,10.4091627413108,39.1707317200382,2.14532919136796,0.57009608210127,0.265738276622131,"W3181_0515",NA,22,"","type IV pilus inner membrane protein PilC","pilC","","T2bSS - structural","","Dispensable","Type IV fimbrial assembly protein PilC","Bacterial motility:Gliding; <br>CBSS-562.2.peg.633; <br>Type IV pilus","","","","","","","3.A.15.2","","core",1,"IM 4 TM","Shw00340"
"0516",7.44369356221123,13.6119820463295,32.4171572855488,0.546848617407519,0.229622033068567,0.41990054607279,"W3181_0516",NA,22,"","type IV pilus assembly ATPase PilB","pilB","","T2bSS - assembly","","Dispensable","Type IV fimbrial assembly ATPase PilB","Bacterial motility:Gliding; <br>CBSS-562.2.peg.633; <br>Type IV pilus","","","","ATP","","","3.A.15.2","","core",1,"cyt-IM assoc","Shw00341"
"0517",142.36063937729,405.156642084865,768.556770644887,0.351371851254189,0.185231130366384,0.527165536184013,"W3181_0517",NA,22,"","type IV pilin protein PilA","pilA","","T2bSS - structural","","Dispensable","Type IV pilin PilA","Bacterial motility:Gliding; <br>Type IV pilus","","","","","","","","","core",1,"IM 1 TM | surface structure","Shw00342"
"0518",0,0,0,1,1,1,"W3181_0518",NA,1,"","ISPpu12 transposase TnpA_ISPpu12","tnpA_ISPpu12","","DNA mobilization - IS element","","","Il-IS_2 transposase","CBSS-36873.1.peg.4752","","","","","","","","","mobile - ISPpu12",1,"cyt","tnpa_ISPpu12"
"0519",0,0,0,1,1,1,"W3181_0519",NA,1,"","heavy metal efflux transporter-associated aspartic endopeptidase","","","detoxification - heavy metals","","","Lipoprotein signal peptidase (EC 3.4.23.36)","CBSS-36873.1.peg.4752; <br>Lipoprotein Biosynthesis; <br>Signal peptidase","","","A08","","","","","3.4.23.-","mobile - ISPpu12",1,"IM 3 TM","Orf2_ISPu12"
"0520",0,0,0,1,1,1,"W3181_0520",NA,1,"","heavy metal efflux transporter","","","Transport | export - lead","","","Cobalt-zinc-cadmium resistance protein CzcD","CBSS-36873.1.peg.4752; <br>Cobalt-zinc-cadmium resistance","","","","","","","2.A.4","","mobile - ISPpu12",1,"IM 6 TM","Orf3_ISPu12"
"0521",0,0,0,1,1,1,"W3181_0521",NA,1,"","heavy-metal responsive transcriptional regulator","","","1CP - heavy metal detox","","","Cd(II)/Pb(II)-responsive transcriptional regulator","CBSS-36873.1.peg.4752; <br>Cobalt-zinc-cadmium resistance","","MerR","","","","","","","mobile - ISPpu12",1,"cyt","Orf4_ISPu12"
"0522",27.9138508582921,46.4408799227711,18.9100084165701,0.601062057926368,1.47614164115507,2.45588890812321,"W3181_0522",NA,22,"","nicotinate-nucleotide pyrophosphorylase NadC","nadC","","Cofactor synth - NAD de novo synthesis (upstream)","","","Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)","NAD and NADP cofactor biosynthesis global","","","","","","","","2.4.2.19","core",1,"cyt","Shw00343"
"0523",75.3673973173888,69.6613198841566,67.5357443448934,1.08191170426746,1.11596308071324,1.03147334141175,"W3181_0523",NA,22,"","N-acetyl-anhydromuramyl-L-alanine amidase AmpD","ampD","","Recycling of Peptidoglycan Amino Acids","","Dispensable","N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28) AmpD","Recycling of Peptidoglycan Amino Acids","","","","","","","","3.5.1.28","core",1,"cyt","Shw00344"
"0524",62.3409335835191,28.0246689189136,45.9243061545275,2.22450205438273,1.35747143078771,0.610236087718241,"W3181_0524",NA,22,"","AmpD signaling modulator AmpE","ampE","","","","Dispensable","AmpE protein","","","","","","","","","","core",1,"IM 4 TM","Shw00345"
"0525",82.8110908796,77.6683681467034,116.161480273217,1.06621386357935,0.712896311968691,0.668624125347096,"W3181_0525",NA,22,"","transcriptional repressor of pyruvate metabolism PdhR","pdhR","","1CP|repressor - pyruvate metab","","Dispensable","Transcriptional repressor for pyruvate dehydrogenase complex","","","GntR","","","","","","","core",1,"cyt","Shw00346"
"0526",219.588960085231,95.2838743243062,175.592935296723,2.3045763162174,1.25055691855804,0.542640705694066,"W3181_0526",NA,22,"","pyruvate dehydrogenase E1 component AceE","aceE","","fermentation","","Dispensable","Pyruvate dehydrogenase E1 component (EC 1.2.4.1)","Dehydrogenase complexes; <br>Methionine Degradation; <br>Pyruvate metabolism II: acetyl-CoA acetogenesis from pyruvate","","","","thiamin (TPP); NAD","","","","1.2.4.1","core",1,"cyt","Shw00347"
"0527",448.482537123227,148.931097683369,475.451640188049,3.01134245365404,0.943276874480534,0.31324131645537,"W3181_0527",NA,22,"","dihydrolipoamide acetyltransferase AceF","aceF","","fermentation","","Dispensable Unclear In Ecoli","Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)","Dehydrogenase complexes; <br>Pyruvate metabolism II: acetyl-CoA acetogenesis from pyruvate","","","","biotin","","","","2.3.1.12","core",1,"cyt","Shw00348"
"0528",391.724373711366,368.32422007715,380.901598105199,1.06353140075696,1.02841357363688,0.966979980943595,"W3181_0528",NA,22,"","dihydrolipoamide dehydrogenase LpdA","lpdA","","Glycine cleavage system","","Expected Essential","Dihydrolipoamide dehydrogenase (EC 1.8.1.4) / Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)","Glycine cleavage system; <br>HMG-CoA; <br>Leucine Degradation and HMG-CoA Metabolism; <br>Pyruvate metabolism II: acetyl-CoA acetogenesis from pyruvate; <br>TCA Cycle; <br>TCA Cycle","","","","NAD","","","","1.8.1.4","core",1,"cyt","Shw00349"
"0529",19.5396956008045,16.8148013513482,36.4693019462424,1.16205331199098,0.535784743826657,0.461067266276004,"W3181_0529",NA,22,"","bifunctional diguanylate cyclase / phosphodiesterase with PAS sensory domain","","","Sensory transduction","","Dispensable","Sensory box protein","","","","","","","","","2.7.7.65","core",1,"IM 1 TM","Shw00350"
"0530",27.9138508582921,24.8218496138949,40.521446606936,1.12456772128159,0.688866099205702,0.612560796623834,"W3181_0530",NA,22,"","bifunctional outer membrane translocase / extracellular lipase PlpD","plpD","","","","Dispensable","Patatin-like phospholipase family protein","","","","","","","","1.B.12","","core",1,"OM | extra","Shw00351a"
"0531",58.6190868024135,137.721230115804,44.5735912676296,0.42563580613623,1.31510800757452,3.08974947270673,"W3181_0531",NA,18,"","cell surface zinc endopeptidase PepO","pepO","","peptidase","","Dispensable","Peptidase M13 family","","","","M13","","","","","","",1,"LP-OM","Shw00352"
